ID,url,headers,sub_headers,text
6,https://realty.ria.ru/20240228/tpu-1929921129.html,"Власти Москвы выставили на торги право застройки ТПУ ""Минская""","Заммэра Ефимов: власти Москвы выставили на торги право застройки ТПУ ""Минская""","МОСКВА, 28 фев - РИА Недвижимость. Власти Москвы выставили на торги право комплексного развития 8 гектаров в рамках транспортно-пересадочного узла (ТПУ) ""Минская"" в районе Фили-Давыдково, сообщила пресс-служба столичного департамента городского имущества.  Заявки на участие в аукционе принимаются до 11 апреля, торги состоятся 23 апреля. Начальная цена лота – почти 7,5 миллиарда рублей.  Речь идет о незастроенной территории на Староволынской улице. ""Там планируется возвести 300 тысяч квадратных метров недвижимости. Инвестиции могут составить почти 100 миллиардов рублей, а ежегодный бюджетный эффект – около 2 миллиардов рублей. Реализация проекта позволит создать не менее 4 тысяч рабочих мест"", – приводятся в пресс-релизе слова заммэра Москвы по вопросам экономической политики и имущественно-земельных отношений Владимира Ефимова.  В нем указывается, что на жилье придется 150 тысяч квадратных метров, остальное займут общественно-деловые объекты.  В пресс-релизе добавляется, что это первый участок, право на развитие которого выставлено на торги в рамках комплексного развития незастроенных территорий (КРНТ). В КРНТ входят участки земли в собственности столицы, а также те, на которые государственная собственность не разграничена."
6,https://realty.ria.ru/20240228/proekt-1929916021.html,"Level Group вышла из проекта застройки завода ""Машиноаппарат"" в Хамовниках","СМИ: Level Group вышла из проекта застройки завода ""Машиноаппарат"" в Хамовниках","МОСКВА, 27 фев – РИА Недвижимость. Level Group вышла из проекта застройки завода ""Машиноаппарат"" в Большом Саввинском переулке в районе Хамовники в центре Москвы. Как рассказал в интервью газете ""Ведомости"" глава компании Кирилл Игнахин, группа продала свой пакет в этом предприятии второму собственнику – бизнесмену Дмитрию Черемухину. ""Мы решили, что этой площадкой логично заниматься кому-то одному, а Дмитрий предложил нам условия, которые нас устроили"", – сказал Игнахин, добавив, что на решение о продаже также повлияло и то, что у компании уже есть два проекта в Хамовниках (""Саввинская 17"" и ""Саввинская 27"") и для ее портфеля этого достаточно. ""Машиноаппарату"" принадлежат права на 0,8 гектара земли и здания общей площадью 20 тысяч квадратных метров в Большом Саввинском переулке. Производство здесь свернули в 2018 году, помещения сдают под офисы и склады. В 2020 году контроль над заводом получила Level Group, купив 57% его акций у гендиректора Валерия Корунова. Ее партнером по застройке территории предприятия должна была стать структура миноритария ""Магнита"" Алексея Богачева, которая смогла скупить в 2021-м 28,2% акций, но в итоге бизнесмен из проекта вышел. Когда именно Черемухин стал совладельцем ""Машиноаппарата"" и какая доля ему принадлежала до сделки с Level Group, не известно. С мая 2023 года он занимает должность гендиректора завода. Размер участка позволяет возвести элитный жилой комплекс примерно на 25-27 тысяч квадратных метров. Инвестиции в проект оцениваются разными экспертами в диапазоне от 7 до 17 миллиардов рублей, потенциальная выручка от продажи квартир – в 40-50 миллиардов рублей. Level Group создана совладельцем ""Русагро"", экс-сенатором Вадимом Мошковичем и Игнахиным в 2016 году. Сейчас акционерами компании являются фирма ""Финансовый ресурс"" с долей 57,9% (ее бенефициары скрыты), Игнахин (39,1%) и заместитель гендиректора группы Александр Меркулов (3%). Выручка застройщика от продажи жилья в 2023 году составила 85 миллиардов рублей."
6,https://ria.ru/20240227/perm-1931032733.html,Рабочие приступили к монтажу фасада нового здания худгалереи в Перми,,"ПЕРМЬ, 27 фев - РИА Новости. Министр строительства РФ Ирек Файзуллин проконтролировал ход строительства нового здания художественной галереи в Перми, где рабочие приступили к монтажу фасада и отделочным работам, сообщается на сайте губернатора и краевого правительства.  Файзуллин во вторник посетил Пермь с рабочим визитом. Ему представили несколько строящихся объектов, в том числе краевую музыкальную школу, жилой комплекс в микрорайоне Ива и участок четырехполосной магистрали, которая соединит микрорайоны Вышка I, Вышка II, Висим и Садовый с центральной частью города.  ""Ирек Файзуллин высоко оценил ход строительства нового здания Пермской художественной галереи на территории социокультурного пространства Завода имени Шпагина. На сегодняшний день на площадке будущего объекта строители выполняют отделочные работы, монтаж фасада из медных панелей, завершают остекление. Также на заключительном этапе монтаж внутренних инженерных сетей"", - говорится в сообщении.  Ранее глава краевого минкульта Алла Платонова заявила, что новое выставочное пространство достроят к концу мая 2024 года.  Пермская художественная галерея открыта 7 ноября 1922 года, более 90 лет она располагалась в здании Спасо-Преображенского кафедрального собора. Объект считается визитной карточкой города. К 300-летию Перми власти решили перенести галерею в новое здание площадью 21,6 тысячи квадратных метров (в семь раз больше нынешнего), а собор вернуть РПЦ. Учреждение культуры в конце 2023 года освободило помещения кафедрального собора. Экспонаты перевезли в фондохранилище на заводе ""Телта"". Новый выставочный комплекс на улице Советской (социокультурное пространство ""Завод Шпагина"" вблизи набережной) начали строить в 2021 году. Он также будет вмещать библиотеку, образовательный центр, научный архив, хранилище и реставрационные мастерские."
6,https://radiosputnik.ru/20240227/most-1929750917.html,Власти ХМАО готовят предложение Ямалу по строительству моста через Обь,"""Ямал-Медиа"": мост через Обь между Ямалом и ХМАО оценили в 65 миллиардов рублей","МОСКВА, 27 февраля/ Радио Sputnik. Власти Ханты-Мансийского автономного округа готовятся предложить ямальским коллегам совместный план работ по возведению моста через Обь, пишет портал ""Ямал-Медиа"" со ссылкой на губернатора ХМАО Наталью Комарову. Новый мост через Обь необходим для строящейся трассы Югорск – Советский – Верхний Казым – Надым, говорится в сообщении. Строительство моста предварительно запланировано на 2025–2033 годы. Проект оценивается в 65 миллиардов рублей. Согласно планам, мост, который соединит два региона, будет находиться в поселке Андра в Октябрьском районе Ханты-Мансийского автономного округа.  В проект включат не только мост, но и все трассы со стороны ХМАО и Ямала, а также их соединение на границах округов, добавляет ИА ""Север-Пресс"".  Радио Sputnik также рассказало об уникальности нового моста через Волгу. Такого Telegram-канала, как у нас, нет ни у кого. Он для тех, кто хочет делать выводы сам."
6,https://realty.ria.ru/20240227/delo-1929820485.html,"В Дагестане завели дело на депутата, который ""замуровал"" в ТЦ квартиру","В Дагестане завели дело на депутата, который ""замуровал"" в ТЦ жилую квартиру","МАХАЧКАЛА, 27 фев - РИА Новости. Уголовное дело о мошенничестве и самоуправстве расследуется в отношении депутата городского собрания дагестанского Дербента Ровшана Омарова, который построил торговый центр вокруг дома и тем самым ""замуровал"" квартиру местной жительницы, сообщил источник РИА Новости в правоохранительных органах республики.  По данным следствия, Омаров с 2015 по 2021 год приобрел три из четырех квартир в одноэтажном многоквартирном доме по улице Пушкина в Дербенте. Четвертая квартира принадлежит Аиде Милаиди, которая отказалась продавать свою жилплощадь. Тогда депутат начал строить торговый центр вокруг квартиры, которую не смог купить.  Во вторник глава Дагестана Сергей Меликов в ходе пресс-конференции в Москве заявил, что поручил проверить законность действий дербентского депутата. Руководитель региона заверил, что ситуация без внимания не останется и будет разрешена в рамках законодательства."
6,https://realty.ria.ru/20240227/a101-1929792600.html,"""А101"" построит детский сад в форме льдины в ЖК в Новой Москве",,"МОСКВА, 27 фев - РИА Недвижимость. Девелопер ""А101"" построит детский сад в форме льдины в жилом районе ""Скандинавия"" в Новой Москве. Как сообщила пресс-служба девелопера, двухэтажное здание площадью 3,6 тысячи квадратных метров рассчитано на 150 детей. По задумке архитекторов, столовые и раздевалки в нем будут общими для всех групп, а помещения для игр, занятий и сна – отдельные для каждой группы."
6,https://realty.ria.ru/20240227/dagestan-1929783741.html,"В Дагестане проверят депутата, который построил ТЦ, ""замуровав"" жилой дом","Глава Дагестана поручил проверить депутата, который построил ТЦ, ""замуровав"" дом","МОСКВА, 27 фев - РИА Новости. Глава Дагестана Сергей Меликов поручил проверить законность действий депутата местного парламента, который построил в Дербенте торговый центр буквально вокруг жилого многоквартирного частного дома, в результате чего его жительница оказалась ""замурованной"".  Соответствующий вопрос на пресс-конференции руководителю республики задали журналисты. Прозвучала информация, что депутат городского собрания Дербента, не добившись согласия собственницы одной из квартир дома на ее продажу, решил возвести торговый центр вокруг этой части многоквартирного дома.  По его словам, правоохранительные органы проведут соответствующую проверку. ""И в отношении строительства этого четырехквартирного дома тоже. На мой взгляд, здесь все нужно досконально выяснить: кто, где, на каком этапе довел эту ситуацию до абсолютного маразма. И с соответствующими решениями, если понадобится, о признании незаконной постройки одной или другой… Конечно, это полный беспредел со стороны депутата"", - подчеркнул руководитель республики.  Ситуация без внимания не останется и будет разрешена в рамках существующего законодательства, заверил Меликов."
6,https://realty.ria.ru/20240227/izhs-1929776915.html,"""РКС Девелопмент"" выходит на рынок ИЖС","""РКС Девелопмент"" выходит на рынок индивидуального жилищного строительства","МОСКВА, 27 фев - РИА Недвижимость. ""РКС Девелопмент"" выходит на рынок индивидуального жилищного строительства (ИЖС), приоритетным направлением будет Краснодарский край, рассказал журналистам гендиректор компании Станислав Сагирян.  По его словам, девелопер рассматривает участки от 14 до 100 гектаров под проекты классов комфорт и бизнес.  Компания ""РКС Девелопмент"" создана в 2007 году, строит в Московском регионе, Пензе, Твери, Анапе и других городах."
6,https://realty.ria.ru/20240227/renovatsiya-1929738611.html,Власти Москвы выделили на реновацию 162 млрд рублей,Загрутдинов: власти Москвы выделили на реновацию 162 млрд рублей,"МОСКВА, 27 фев - РИА Недвижимость. Объем финансирования реновации в Москве, предусмотренный адресной инвестиционной программой на 2024 год, составляет 162,1 миллиарда рублей, сообщил журналистам глава департамента строительства столицы Рафик Загрутдинов.  Он уточнил, что в следующем году лимиты вырастут более чем вдвое - до 368,5 миллиарда рублей, в 2026 году - до 443,7 миллиарда рублей.  Принятая в 2017 году столичная программа реновации предусматривает переселение около миллиона человек из старого жилья (в основном пятиэтажных хрущевок) в новые квартиры, построенные за счет города. В 2024 году в столице в рамках программы планируется сдать более 1,5 миллионов квадратных метров жилья."
6,https://realty.ria.ru/20240227/tekstilschiki-1929725816.html,"3S Group построит жилой комплекс на 90 тысяч ""квадратов"" в Текстильщиках","3S Group построит жилой комплекс на 90 тысяч ""квадратов"" в Текстильщиках","МОСКВА, 27 фев - РИА Недвижимость. Девелопер 3S Group построит жилой комплекс на 90 тысяч квадратных метров с декоративными сводчатыми кровлями в московском районе Текстильщики.  Как указывается в сообщении Москомархитектуры, проект комплекса общей площадью 88,5 тысячи квадратных метров в 1-м Грайвороновском проезде разработан бюро Highlight Architecture совместно с архитектурной мастерской Алексея Ильина.  В сообщении указывается, что максимальная высота комплекса - 149 метров. Для отделки одного корпуса используют металлические светло-серые кассеты на пилонах и керамогранит с печатью на горизонтальных элементах между окнами, другого корпуса - керамические элементы светло-коричневого оттенка.  Как рассказали РИА Недвижимость в Москомархитектуре, правообладателем территории является ООО ""СЗ ""Три эс сити"". Согласно ЕГРЮЛ, общество через ООО ""Три эс новый сити"" принадлежит ""Три эс проперти девелопмент"", которое контролируют сын экс-генпрокурора России Юрия Чайки Артем Чайка (49%), Руслан Сеюков (50%)и Александр Китаев (1%).  Среди проектов у 3S Group - жилые комплексы ""Талисман"" на Головинском, Дмитровском и Открытом шоссе в Москве, а также ""Новый город"" в Нижнем Новгороде. По данным портала ""ЕРЗ.РФ"", в активной стройке у 3S Group сейчас находится 141,2 тысячи квадратных метров."
6,https://realty.ria.ru/20240227/zagrutdinov-1929725213.html,Ввод недвижимости по госзаказу в Москве в 2024 году может вырасти на 64%,Власти: ввод недвижимости по госзаказу в Москве в 2024 году может вырасти на 64%,"МОСКВА, 27 фев - РИА Недвижимость. Ввод недвижимости по городскому заказу в Москве вырастет до 5,4 миллиона квадратных метров в 2024 году, по сравнению с 3,3 миллиона ""квадратов"" в 2023 году, сообщил журналистам глава департамента строительства столицы Рафик Загрутдинов.  Таким образом, темпы роста ввода недвижимости в строй в Москве составят в текущем году 63,6%.  Загрутдинов уточнил, что около 2 миллионов квадратных метров из 5,4 миллиона придется на строительство жилья, как по программе реновации, так и для городских очередников и обманутых дольщиков.  Как уточнили в пресс-службе департамента, в 2024 году в Москве планируется сдать более 306 тысяч квадратных метров жилой площади для обманутых дольщиков, свыше 1,5 миллионов квадратных метров - по программе реновации, почти 221 тысячу квадратных метров – по другим городским программам."
6,https://realty.ria.ru/20240227/sochi-1929723509.html,Генплан Сочи не предполагает многоэтажную застройку в Заречном микрорайоне,Новый генплан Сочи не предполагает многоэтажную застройку в Заречном микрорайоне,"СОЧИ, 27 фев – РИА Новости. Многоэтажная застройка в Заречном микрорайоне Сочи, расположенном практически в центре курорта, не предусмотрена новым генеральным планом, сообщили РИА Новости в Научно-исследовательском институте перспективного градостроительства (НИИПГ).  В 2018 году ряд СМИ, ссылаясь на тогдашнего главу Минстроя Михаила Меня, информировал о возможной реновации жилых домов в Сочи. Подобное заявление вызвало беспокойство жителей центральных улиц Гагарина, Чайковского, Конституции, Новоселов, где десятки пятиэтажек построены в советское время, в основном это так называемые ""хрущевки"", малогабаритные квартиры. Как отмечал губернатор Кубани Вениамин Кондратьев, местный бизнес на тот момент не проявил заинтересованности в проектах по реновации. Сегодня Заречный микрорайон - один из немногих в Сочи, где не возводились жилые многоэтажные комплексы и сохранился зеленый каркас курорта.  Как уточнили РИА Новости разработчики генплана, отображающего градостроительные нормы курорта, снос домов в этом микрорайоне не предусмотрен документом.  Генеральный план Сочи - новый документ, регламентирующий правила и стандарты градостроительной сферы курорта. Разработкой генплана Сочи занимался Научно-исследовательский институт перспективного градостроительства по заказу городской администрации. Документ был утвержден в конце прошлого года.  Заречный микрорайон Сочи - один из знаковых крупных микрорайонов центрального Сочи с наличием школ, садов, детских площадок, протяженных прогулочных зон вдоль набережной крупной реки Сочи, ведущих прямо к морю. Застройка зданий микрорайона не превышает пять этажей, неподалеку располагаются гостиницы, популярный парк ""Ривьера"", железнодорожный вокзал, торговые центры курорта, место популярно для отдыха сочинцев и туристов. По данным открытых источников, в микрорайоне проживают около 30 тысяч человек."
6,https://realty.ria.ru/20240227/podryadchik-1929720231.html,Власти Петербурга ищут подрядчика стройки Большого Смоленского моста,В Петербурге ищут подрядчика стройки Большого Смоленского моста за 40 млрд руб,"С.-ПЕТЕРБУРГ, 27 фев – РИА Новости. Власти Санкт-Петербурга объявили о поиске подрядчика строительства Большого Смоленского моста, который станет первым новым разводным мостом в городе за последние 40 лет, следует из материалов на сайте госзакупок.  Победителя конкурсного отбора предстоит определить 18 марта. Сам контракт на строительство моста необходимо исполнить до 19 октября 2029 года.  Ранее сообщалось, что 24 декабря 2023 года был установлен закладной камень на месте будущей 9-й опоры Большого Смоленского моста. В феврале этого года Госстройнадзор Санкт-Петербурга выдал разрешение на строительство Большого Смоленского моста (1-й этап).  Новая переправа через Неву станет первым разводным мостом, построенным в городе за последние 40 лет. Этот проект предусмотрен генеральным планом Петербурга и концепцией развития транспортной системы города.  Новый разводной мост соединит берега Невы на самом большом промежутке в черте города - между Володарским мостом и мостом Александра Невского в обход исторического центра. К улично-дорожной сети его подключат через развязки – на проспекте Обуховской обороны, Октябрьской набережной и на пересечении Дальневосточного проспекта с улицей Коллонтай и Союзным проспектом.  Большой Смоленский мост будет стоять на десяти опорах. Из планируемых шести полос движения две предназначены для пассажирского транспорта, в центре расположатся два полотна для движения трамваев. Также будут обустроены пешеходная и велосипедная дорожки как на самой переправе, так и на развязках. Разводной пролет – двукрылый. В сведенном положении высота центральной части моста над водой составит 15 метров, ширина судоходного пролета - 60 метров. Протяженность новой переправы составит порядка 1,6 километра, ширина – 38 метров."
6,https://realty.ria.ru/20240227/stroitelstvo-1929719487.html,Строительство пилотных модульных зданий началось в Москве,Загрутдинов: в Москве началось строительство пилотных модульных зданий,"МОСКВА, 27 фев - РИА Недвижимость. Строительство пилотного модульного здания и пилотного модульного детского сада началось в Москве, сообщил журналистам глава департамента строительства столицы Рафик Загрутдинов.  Он уточнил, что детский сад возводится в Измайлове на площадке, где раньше располагался Черкизовский рынок.  Пилот по строительству модульного дома реализуется в микрорайоне Северный, всего на этом этапе там планируется построить 53 тысячи квадратных метров, пояснил чиновник.  Он также рассказал, что город планирует возвести также пилотные модульную школу и модульную поликлинику.  Как отметил Загрутдинов, реализация пилотов по модульному строительству позволит городу оценить скорость, качество, а также затраты на эту технологию строительства.  Сами модули производятся на заводе компании ""Монарх"" в новой Москве, для их монтажа был приобретен уникальный немецкий кран, добавил он."
6,https://realty.ria.ru/20240227/renovatsiya-1929710191.html,"В Москве в 2024 году построят более 1,5 млн ""квадратов"" жилья по реновации","Загрутдинов: в Москве в 2024 г построят 1,5 млн ""квадратов"" жилья по реновации","МОСКВА, 27 фев - РИА Недвижимость. Более 1,5 миллионов квадратных метров жилья введут в строй по программе реновации в Москве в 2024 году, сообщил журналистам глава департамента строительства столицы Рафик Загрутдинов.  В материалах ведомства уточняется, что всего в текущем году в Москве будет снесено более 150 домов и построено около 100 домов, а отдать под заселение планируется более 90 домов.  По его словам, программа реновации становится основной инвестиционной программой Москвы и выходит на свои максимальные объемы.  ""На пике будем сдавать более 2 миллионов квадратных метров и переселять около 80 тысяч человек"", - добавил чиновник.  Принятая в 2017 году столичная программа реновации предусматривает переселение около миллиона человек из старого жилья (в основном пятиэтажных хрущевок) в новые квартиры, построенные за счет города."
6,https://realty.ria.ru/20240227/fsk-1929710985.html,ФСК привлекла в Сбербанке 35 млрд рублей на проект в Новой Москве,ФСК привлекла в Сбербанке 35 миллиардов рублей на проект в Новой Москве,"МОСКВА, 27 фев - РИА Недвижимость. Сбербанк открыл девелоперской компании ФСК кредитную линию на 35 миллиардов рублей для финансирования строительства жилого комплекса в Новой Москве, сообщила пресс-служба банка.  В сообщении уточняется, что на привлеченные средства девелопер возведет жилой комплекс ""1-й Ясеневский"" на пересечении Калужского шоссе и МКАД.  Комплекс будет включать четыре многосекционных дома высотой от шести до 18 этажей. Всего в нем - 3,6 тысячи квартир общей площадью 153,2 тысячи квадратных метров. Завершить строительство ЖК планируется в первом квартале 2027 года, добавляется в пресс-релизе.  ФСК работает на рынке жилой недвижимости в шести регионах России. Владелец компании - Владимир Воронин."
6,https://realty.ria.ru/20240227/stroitelstvo-1929509448.html,"Эксперты оценили потенциал жилой застройки ""Большого Сити"" в Москве","Потенциал жилой застройки ""Большого Сити"" в Москве превышает 8,5 млн ""квадратов""","МОСКВА, 27 фев - РИА Недвижимость. Потенциал перспективной жилой застройки ""Большого Сити"" в Москве превышает 8,5 миллиона квадратных метров, из них примерно 6,4 миллиона относятся к сегменту квартир и 2,1 миллиона – к апартаментам, посчитали аналитики компаний ""Аеон Девелопмент"" и ""Метриум"". ""Большой Сити"" – проект развития территории площадью более 3,2 тысячи гектаров вокруг делового кластера ""Москва-Сити"", от Ленинградского до Кутузовского проспекта, включая Мневниковскую пойму, Ходынку, Филевский парк и Дорогомилово. Он предусматривает строительство новых жилых кварталов, коммерческой недвижимости, создание общественных пространств. Как рассказали РИА Недвижимость в ""Аеон Девелопменте"", эксперты, проанализировавшие перспективные площадки в локации, выяснили, что на начальной стадии девелопмента в ""Большом Сити"" находятся проекты на 3,9 миллиона квадратных метров. Это проекты, по которым пока не были согласованы градостроительные планы земельных участков (ГПЗУ). Площадь будущей застройки на таких участках, как правило, оценочная. Кроме того, по данным ""Аеон Девелопмента"" и ""Метриума"", на территории ""Большого Сити"" уже реализуется 32 комплекса совокупной проектной площадью 2,8 миллиона квадратных метров. Объем экспонируемого предложения превышает 277 тысяч квадратных метров, или почти 3,77 тысячи лотов преимущественно бизнес- и премиум-класса. Стоимость квадратного метра в локации начинается от 270 тысяч рублей и достигает 1,3 миллиона рублей, средняя цена – 626,8 тысячи рублей. В бизнес-классе средний бюджет покупки находится в пределах от 11 до 60 миллионов рублей, в премиуме – от 32 до 182 миллионов, в элит-классе – от 108 до 210 миллионов, добавили в ""Метриуме""."
6,https://realty.ria.ru/20240226/kompleks-1929615132.html,Акватермальный комплекс за 600 миллионов рублей построят в Тамбове,Власти: акватермальный комплекс за 600 миллионов рублей построят в Тамбове,"ВОРОНЕЖ, 26 фев - РИА Новости. Спортивно-оздоровительный акватермальный комплекс, рассчитанный на 700 тысяч посещений в год, за 600 миллионов рублей построят в Тамбове, сообщили в правительстве региона.  Власти добавили, что новый акватермальный комплекс станет одним из крупнейших в Черноземье. Он расположится на площади более 10 тысяч квадратных метров.  ""Разместятся термальные всесезонные бассейны как внутри здания, так и под открытым небом. Любители пара для проведения оздоровительных процедур смогут посетить сауны, парные, начиная от классической русской парной до турецкого хамама. Кроме того, на территории комплекса предполагается оборудовать SPA-зоны, где можно будет сделать массаж, лимфодренаж, провести сеанс ароматерапии или фитотерапии. Для маленьких посетителей обустроят детские игровые зоны и аттракционы. Круглогодичный акватермальный комплекс станет местом для оздоровительных процедур и досуга для всей семьи"", — рассказали в правительстве.  Комплекс будет рассчитан практически на любого посетителя — от студентов и семей с детьми до пенсионеров."
6,https://radiosputnik.ru/20240226/dorogi-1929600154.html,Строительство важной развязки в Петербурге завершат в этом году,Московско-Дунайская развязка в Петербурге будет построена до конца года,"МОСКВА, 26 февраля/ Радио Sputnik. В Санкт-Петербурге до конца года завершится строительство развязки на пересечении Московского шоссе и Дунайского проспекта, работы идут в соответствии с графиком, сообщает городской Комитет по развитию транспортной инфраструктуры. На стройке постоянно работают около 150 специалистов, задействовано 30 единиц техники. Рабочие уже смонтировали пять тысяч тонн металлоконструкций пролетного строения и сейчас проводят работы по переустройству инженерных сетей и армирующего каркаса, пишет ""Петербург2"". Радио Sputnik сообщало, что мэр Москвы Сергей Собянин проверил ход строительства моста в Мнёвниковской пойме. Такого Telegram-канала, как у нас, нет ни у кого. Он для тех, кто хочет делать выводы сам."
6,https://realty.ria.ru/20240226/most-1929495446.html,"Власти Москвы показали, каким будет мост в Мневниковской пойме",В Москве утвердили проект пешеходного моста в Мневниковской пойме,"МОСКВА, 26 фев - РИА Недвижимость. В Москве разработали и утвердили архитектурно-градостроительное решение пешеходного моста между Мневниковской поймой и парком Фили, продолжается разработка проектной документации, сообщила пресс-служба столичного стройкомплекса.  В нем указывается, что пролет будущего сооружения выполнят в виде арки.  ""Пролеты моста будут светло-серого цвета, а дугообразные части – красные. Искусственные сооружения на территории поймы будут объединены общей архитектурно-градостроительной концепцией – красный цвет планируется использовать в дизайне трех других мостов Мневниковской поймы – двух автомобильных и еще одного пешеходного, а также при создании надземного перехода через улицу Нижние Мневники"", - уточняется в пресс-релизе.  Также, как добавляется в нем, в проект моста включена программируемая архитектурная подсветка с возможностью регулирования интенсивности светового потока."
